Name,Genre,ESRB_Rating,Platform,Publisher,Score,Sales,Year
Major League Baseball 2K6,Sports,E,GC,2K Sports,6.2,0.17,2006
The Grim Adventures of Billy & Mandy,Action,E10,GC,Midway Games,7.2,0.17,2006
Trauma Team,Simulation,T,Wii,Atlus,8.1,0.17,2010
The Hobbit,Adventure,E,GC,Sierra Entertainment,5,0.17,2003
True Crime: New York City,Action,M,GC,Activision,6.4,0.17,2005
X-Men: The Official Game,Action,T,X360,Activision,4.9,0.17,2006
Iron Chef America: Supreme Cuisine,Simulation,E10,Wii,Destineer,2,0.17,2008
ESPN Final Round Golf 2002,Sports,E,GBA,Konami,6,0.17,2001
Katamari Damacy Reroll,Action,,NS,Bandai Namco Entertainment,8.8,0.17,2018
Let's TAP,Misc,E,Wii,Sega,7,0.17,2009
Goblin Commander: Unleash the Horde,Strategy,T,PS2,Jaleco,7.4,0.17,2003
Pursuit Force: Extreme Justice,Racing,T,PSP,Sony Computer Entertainment,7.4,0.17,2008
Transformers: Dark of the Moon,Action,E10,Wii,Activision,3,0.17,2011
.hack//G.U. Vol.3//Redemption,Role-Playing,T,PS2,Namco Bandai,5.7,0.17,2007
Captain America: Super Soldier,Action,T,X360,Sega,5.9,0.17,2011
MotoGP 10/11,Racing,E,PS3,Capcom,6,0.17,2011
Mercury Meltdown Revolution,Action,E,Wii,Ignition Entertainment,8,0.17,2007
Top Spin 2,Sports,E,X360,2K Sports,7.7,0.17,2006
NBA 09: The Inside,Sports,E,PSP,Sony Computer Entertainment,8.2,0.17,2008
Batman Begins,Action,E10,GBA,Electronic Arts,6.3,0.17,2005
Bee Movie Game,Action,E,X360,Activision,6.8,0.17,2007
Ashes Cricket 2009,Sports,,PS3,Codemasters,6.8,0.17,2009
NHL 07,Sports,E10,PSP,EA Sports,7.6,0.17,2006
Rise of the Argonauts,Action,M,X360,Codemasters,5.2,0.17,2008
Disney's Home on the Range,Action,E,GBA,Disney Interactive Studios,5,0.17,2004
MotoGP 09/10,Racing,E,X360,Capcom,7,0.17,2010
Monsters vs. Aliens,Platform,E10,X360,Activision,6.5,0.17,2009
.hack//G.U. Vol.1//Rebirth,Role-Playing,T,PS2,Namco Bandai,6.6,0.17,2006
Fairytale Fights,Action,M,PS3,Playlogic Game Factory,4.8,0.17,2009
The Cursed Crusade,Action,M,PS3,Atlus,4,0.17,2011
Catwoman,Action,T,PS2,Electronic Arts,4.6,0.17,2004
Fairytale Fights,Action,M,X360,Playlogic Game Factory,4.9,0.17,2009
Green Lantern: Rise of the Manhunters,Action,T,PS3,Warner Bros. Interactive,6.5,0.17,2011
James Bond 007: Everything or Nothing,Shooter,T,GBA,Electronic Arts,7.1,0.17,2003
Shrek Extra Large,Platform,T,GC,TDK Mediactive,3,0.17,2002
Gunvalkyrie,Shooter,T,XB,Sega,6.1,0.17,2002
G-Force,Action,E10,X360,Disney Interactive Studios,7.4,0.17,2009
Clock Tower II: The Struggle Within,Adventure,M,PS,Agetec,4.4,0.17,1999
Pursuit Force,Racing,T,PSP,Sony Computer Entertainment,7.4,0.17,2006
Bomberman Land,Misc,E,Wii,Hudson Soft,6,0.17,2008
Axiom Verge,Action,E10,NS,Thomas Happ Games,7.5,0.17,2017
Dementium: The Ward,Shooter,M,DS,Gamecock,7.5,0.17,2007
Backyard Wrestling: Don't Try This at Home,Fighting,M,XB,Eidos Interactive,6,0.17,2003
Lost Kingdoms,Role-Playing,T,GC,Activision,7.3,0.17,2002
Street Fighter Alpha 2,Fighting,T,SNES,Capcom,8,0.17,1996
Driver: San Francisco,Racing,T,Wii,Ubisoft,7,0.17,2011
Zoo Keeper,Puzzle,E,DS,Ignition Entertainment,7.2,0.17,2005
Midway Arcade Treasures,Misc,T,GC,Midway Games,6.8,0.17,2003
Classic NES Series: Donkey Kong,Platform,E,GBA,Nintendo,6.5,0.17,2004
Resident Evil,Action,M,SAT,Capcom,7.3,0.17,1997
F1 2011,Racing,E,3DS,Codemasters,5.5,0.17,2011
Aliens: Infestation,Action,T,DS,Sega,8.5,0.17,2011
Cubivore: Survival of the Fittest,Adventure,E,GC,Atlus,7.1,0.17,2002
Blood Bowl,Sports,T,X360,SouthPeak Interactive,6.4,0.17,2010
Taz Wanted,Platform,E,PS2,Atari,5.5,0.16,2002
Castlevania Judgment,Fighting,T,Wii,Konami,4.6,0.16,2008
Hot Wheels Velocity X,Racing,E,GBA,THQ,5.2,0.16,2002
Alien Resurrection,Shooter,M,PS,Fox Interactive,5.2,0.16,2000
Create,Misc,E,PS3,Electronic Arts,6.4,0.16,2010
Clash of the Titans: The Videogame,Action,T,X360,Namco Bandai,3.8,0.16,2010
Robotech: Battlecry,Shooter,T,GC,TDK Mediactive,7.2,0.16,2002
Zapper: One Wicked Cricket!,Platform,E,PS2,Infogrames,5.7,0.16,2002
Curious George,Action,E,GBA,Namco,6.6,0.16,2006
Guilty Gear Judgment,Fighting,T,PSP,Majesco,7.5,0.16,2006
NCAA Football 09 All-Play,Sports,E,Wii,EA Sports,5.3,0.16,2008
Fracture,Shooter,T,PS3,LucasArts,4,0.16,2008
King's Field,Role-Playing,T,PS,ASCII Entertainment,7.1,0.16,1995
Midway Arcade Treasures 2,Misc,M,GC,Midway Games,7.2,0.16,2004
El Shaddai: Ascension of the Metatron,Action,T,X360,Ignition Entertainment,8,0.16,2011
Apache: Air Assault,Simulation,T,X360,Activision,6.8,0.16,2010
Marble Saga: Kororinpa,Puzzle,E,Wii,Konami,7.4,0.16,2009
Spider-Man: Web of Shadows - Amazing Allies Edition,Action,E10,PSP,Activision,7.7,0.16,2008
Fatal Frame II: Crimson Butterfly,Action,M,PS2,Tecmo,7.8,0.16,2003
Bulletstorm,Shooter,M,PC,Electronic Arts,8.7,0.16,2011
Just Cause 3,Action-Adventure,M,PC,Square Enix,7.6,0.16,2015
The Incredibles: Rise of the Underminer,Action,E10,GC,THQ,6.7,0.16,2005
Alone in the Dark: The New Nightmare,Adventure,M,PS,Infogrames,7.2,0.16,2001
The King of Fighters XII,Fighting,T,PS3,Ignition Entertainment,6,0.16,2009
Sid Meier's Pirates!,Strategy,E10,Wii,2K Games,6.5,0.16,2010
Eragon,Role-Playing,T,DS,Sierra Entertainment,6.8,0.16,2006
World Series of Poker: Tournament of Champions 2007 Edition,Misc,T,X360,Activision,6.9,0.16,2006
Klonoa,Platform,E10,Wii,Namco Bandai,7.6,0.16,2009
Ready 2 Rumble Revolution,Sports,T,Wii,Atari,3.1,0.16,2009
Culdcept SAGA,Role-Playing,T,X360,Namco Bandai,7.7,0.16,2008
Innocent Life: A Futuristic Harvest Moon,Simulation,E,PSP,Natsume,6.5,0.16,2007
Asteroids Hyper 64,Shooter,E,N64,Crave Entertainment,5.6,0.16,1999
Buck Bumble,Action,E,N64,Ubisoft,6.8,0.16,1998
Starcraft 64,Strategy,T,N64,Nintendo,8,0.16,2000
Naruto: Ultimate Ninja Heroes 2 - The Phantom Fortress,Fighting,T,PSP,Namco Bandai,6.2,0.16,2008
Blitz: The League,Sports,M,X360,Midway Games,6.5,0.16,2006
Ghost in the Shell: Stand Alone Complex,Adventure,M,PS2,Bandai,6.6,0.16,2004
Pillars of Eternity,Role-Playing,M,PS4,Paradox Interactive,8.3,0.16,2017
TNA iMPACT!,Fighting,T,Wii,Midway Games,5.3,0.16,2008
Scarface: Money. Power. Respect.,Strategy,M,PSP,Sierra Entertainment,6.4,0.16,2006
Custom Robo Arena,Fighting,E10,DS,Nintendo,7.4,0.16,2007
Sid Meier's Civilization IV,Strategy,E10,PC,2K Games,9.4,0.16,2005
Shaun White Skateboarding,Sports,T,X360,Ubisoft,6.1,0.16,2010
Konami Krazy Racers,Racing,E,GBA,Konami,7.7,0.16,2001
F-Zero: GP Legend,Racing,E,GBA,Nintendo,7.1,0.16,2004
Field Commander,Strategy,T,PSP,Sony Online Entertainment,7.7,0.16,2006
NBA 2K12,Sports,E,PC,2K Sports,8.5,0.16,2011
Dragon Ball: Origins 2,Action,T,DS,Namco Bandai,6.9,0.16,2010
James Noir's Hollywood Crimes,Adventure,T,3DS,Ubisoft,7,0.16,2011
Naruto Powerful Shippuden,Action-Adventure,E10,3DS,Namco Bandai Games,8,0.16,2013
Darksiders II,Action-Adventure,M,WiiU,THQ,8.2,0.16,2012
Castlevania: Lords of Shadow - Mirror of Fate,Action-Adventure,M,3DS,Konami Digital Entertainment,7.2,0.16,2013
Amped 3,Sports,T,X360,2K Sports,7.2,0.16,2005
Chaotic: Shadow Warriors,Action,E10,X360,Activision,6.2,0.16,2009
Wings of Prey,Simulation,RP,PC,YuPlay,8.3,0.16,2010
Arcana Heart,Fighting,T,PS2,Atlus,8.1,0.16,2008
We Dance,Misc,,Wii,Nordic Games,3.5,0.16,2011
Xenoblade Chronicles 2: Torna ~ The Golden Country,Role-Playing,T,NS,Nintendo,7.5,0.16,2018
Godzilla Unleashed,Fighting,E10,Wii,Atari,4.5,0.16,2007
Gravity Rush Remastered,Action-Adventure,T,PS4,Sony Computer Entertainment,7.9,0.16,2016
Fist of the North Star: Ken's Rage,Action,M,X360,Tecmo Koei,5.4,0.16,2010
Lufia: Curse of the Sinistrals,Role-Playing,E10,DS,Natsume,7.8,0.16,2010
Digimon Battle Spirit 2,Fighting,E,GBA,Bandai,7,0.15,2003
Saw II: Flesh & Blood,Action,M,X360,Konami,4.9,0.15,2010
Blitz: The League II,Sports,M,PS3,Midway Games,6.3,0.15,2008
Stormrise,Strategy,M,X360,Sega,4.4,0.15,2009
Atelier Iris: Eternal Mana,Role-Playing,T,PS2,NIS America,7.2,0.15,2005
Blinx 2: Masters of Time & Space,Platform,E,XB,Microsoft Game Studios,6.8,0.15,2004
Wolfenstein: The Old Blood,Shooter,M,XOne,Bethesda Softworks,8,0.15,2015
WordJong,Puzzle,E,DS,Destineer,7.5,0.15,2007
Bomberman,Puzzle,E,PSP,Konami,7.3,0.15,2006
NCAA Football 2004,Sports,E,GC,EA Sports,8.7,0.15,2003
The Godfather: Blackhand Edition,Adventure,M,Wii,Electronic Arts,7.4,0.15,2007
XGIII: Extreme G Racing,Racing,E,GC,Acclaim Entertainment,8.6,0.15,2001
Z.H.P. Unlosing Ranger vs Darkdeath Evilman,Role-Playing,T,PSP,NIS America,8,0.15,2010
Crush3D,Platform,E10,3DS,Sega,6.5,0.15,2012
NHL 2K10,Sports,E10,PS3,2K Sports,6.5,0.15,2009
Infected,Shooter,M,PSP,Majesco,7.3,0.15,2005
Kingdom of Paradise,Role-Playing,T,PSP,Sony Computer Entertainment,7,0.15,2005
de Blob 2,Platform,E,X360,THQ,7.8,0.15,2011
Thor: God of Thunder,Action,T,Wii,Sega,6.4,0.15,2011
Project Sylpheed: Arc of Deception,Shooter,T,X360,Microsoft,6.7,0.15,2007
Naruto Shippuden: Legends: Akatsuki Rising,Fighting,T,PSP,Namco Bandai,5.8,0.15,2009
Major League Baseball 2K10,Sports,E,DS,2K Sports,2.8,0.15,2010
The Fairly Odd Parents: Clash with the Anti-World,Adventure,E,GBA,THQ,3.5,0.15,2005
Ice Age 2: The Meltdown,Platform,E,DS,Sierra Entertainment,5.5,0.15,2006
Zoids: Battle Legends,Action,T,GC,Atari,5,0.15,2004
Killer7,Action,M,GC,Capcom,7.2,0.15,2005
Space Invaders Extreme,Shooter,E,DS,Square Enix,8.3,0.15,2008
FIFA 06: Road to FIFA World Cup,Sports,E,X360,EA Sports,6.1,0.15,2005
Musashi: Samurai Legend,Role-Playing,T,PS2,Square Enix,6.9,0.15,2005
Full Auto,Racing,T,X360,Sega,7,0.15,2006
Space Station Silicon Valley,Adventure,E,N64,Take-Two Interactive,8.3,0.15,1998
All-Star Baseball 2003,Sports,E,GC,Acclaim Entertainment,8.7,0.15,2002
RiME,Adventure,E10,NS,Grey Box,4.5,0.15,2017
The Sims Medieval: Pirates and Nobles,Simulation,T,PC,Electronic Arts,5.5,0.15,2011
Ys: The Oath in Felghana,Role-Playing,T,PSP,Xseed Games,8.2,0.15,2010
Plain Sight,Action,,PC,Beatnik Games,7.2,0.15,2010
Darksiders,Action,M,PC,THQ,8,0.15,2010
Chessmaster II,Strategy,E,PS,Mindscape,7.5,0.15,1999
All-Star Baseball 2003,Sports,E,GBA,Acclaim Entertainment,7.7,0.15,2002
Geist,Adventure,M,GC,Nintendo,6.6,0.15,2005
Cardinal Syn,Fighting,M,PS,989 Studios,5.2,0.15,1998
Blazing Angels 2: Secret Missions of WWII,Simulation,T,PS3,Ubisoft,7.2,0.15,2007
Ridge Racer DS,Racing,E,DS,Namco,6.3,0.15,2004
Sam & Max: Season One,Adventure,T,Wii,The Adventure Company,7.1,0.15,2008
DiRT 3,Racing,T,PC,Codemasters,9,0.15,2011
Shenmue II,Adventure,,DC,Sega,8.7,0.15,2001
Armored Core: For Answer,Simulation,T,X360,Ubisoft,6.5,0.15,2008
Gear.Club Unlimited,Racing,E,NS,Microids,6.1,0.15,2017
The Incredible Hulk: Ultimate Destruction,Action,T,GC,VU Games,8.7,0.15,2005
SNK Arcade Classics Vol. 1,Misc,T,PSP,SNK Playmore,6.7,0.15,2008
Prince of Persia: The Two Thrones,Adventure,M,GC,Ubisoft,8.7,0.15,2005
Phantasy Star Online Episode I & II,Role-Playing,T,XB,Sega,8.2,0.15,2003
NHL 2K10,Sports,E10,X360,2K Sports,6.6,0.15,2009
Metroid Prime: Federation Force,Action,T,3DS,Nintendo,6.3,0.15,2016
The Wizard of Oz: Beyond The Yellow Brick Road,Role-Playing,E,DS,Xseed Games,6.4,0.15,2009
Blazing Dragons,Adventure,E,PS,Mindscape,6.6,0.15,1996
MLB 13: The Show,Sports,E,PSV,Sony Computer Entertainment,7.6,0.15,2013
Darkstalkers Chronicle: The Chaos Tower,Fighting,T,PSP,Capcom,7.5,0.15,2005
Boktai: The Sun is in Your Hand,Role-Playing,E,GBA,Konami,7.8,0.15,2003
Thor: God of Thunder,Action,T,PS3,Sega,3.7,0.15,2011
Cave Story 3D,Platform,E10,3DS,NIS America,8.2,0.15,2011
Shadow Hearts: From The New World,Role-Playing,T,PS2,Xseed Games,7.6,0.14,2006
Mega Man Powered Up,Platform,E,PSP,Capcom,8.7,0.14,2006
Has-Been Heroes,Action,,NS,GameTrust,4.8,0.14,2017
Spider-Man: Friend or Foe,Action,E10,Wii,Activision,5.6,0.14,2007
Heroes of Mana,Strategy,E10,DS,Square Enix,6.4,0.14,2007
Adrenalin Misfits,Racing,E,X360,Konami,4.7,0.14,2010
G.I. Joe: The Rise of Cobra,Action,T,PSP,Electronic Arts,5.2,0.14,2009
Thor: God of Thunder,Action,T,X360,Sega,3.8,0.14,2011
Class of Heroes,Role-Playing,T,PSP,Atlus,5.4,0.14,2009
Fatal Frame,Action,T,PS2,Tecmo,7.6,0.14,2002
Rayman 3,Platform,E,GBA,Ubisoft,7.9,0.14,2003
The Fifth Element,Action,T,PS,Activision,3.7,0.14,1998
Gungnir,Role-Playing,T,PSP,Atlus,7.4,0.14,2012
FIFA Street 2,Sports,E,PSP,EA Sports BIG,4.9,0.14,2006
Wild ARMs 4,Role-Playing,T,PS2,Xseed Games,6.6,0.14,2006
Colin McRae Rally,Racing,,PC,Codemasters,9,0.14,2000
Ratatouille,Platform,E,GC,THQ,6.1,0.14,2007
G.I. Joe: The Rise of Cobra,Action,T,PS2,Electronic Arts,5.2,0.14,2009
Hexyz Force,Role-Playing,T,PSP,Atlus,6.7,0.14,2010
Klonoa: Empire of Dreams,Platform,E,GBA,Namco,8.6,0.14,2001
Second Sight,Adventure,T,PS2,Codemasters,7.9,0.14,2004
Championship Motocross 2001 featuring Ricky Carmichael,Racing,E,PS,THQ,6.8,0.14,2001
Doshin the Giant,Simulation,,GC,Nintendo,6.8,0.14,2002
World Championship Poker: Howard Lederer - All In,Misc,T,PSP,Crave Entertainment,5.1,0.14,2006
Power Stone,Fighting,T,DC,Capcom,8.6,0.14,1999
Top Spin 4,Sports,E,Wii,2K Sports,4,0.14,2011
Power Gig: Rise of the SixString,Misc,T,PS3,Unknown,3.9,0.14,2010
Victorious Boxers: Revolution,Fighting,T,Wii,Xseed Games,5.8,0.14,2007
Doom,Shooter,T,GBA,Activision,8.3,0.14,2001
Marvel vs. Capcom 2,Fighting,T,DC,Capcom,9,0.14,2000
Hitman: Blood Money,Action,M,XB,Eidos Interactive,8.1,0.14,2006
Gretzky NHL 06,Sports,E10,PSP,Sony Computer Entertainment,5.8,0.14,2005
Sphinx and the Cursed Mummy,Adventure,T,GC,THQ,8.4,0.14,2003
South Park: The Fractured But Whole,Role-Playing,M,NS,Ubisoft,9.5,0.14,2018
Risen 2: Dark Waters,Role-Playing,M,X360,Deep Silver,5.5,0.14,2012
TRINITY: Souls of Zill O'll,Role-Playing,T,PS3,Tecmo Koei,5.5,0.14,2011
Virtua Tennis 4,Sports,E,Wii,Sega,5.2,0.14,2011
Bravo Air Race,Racing,E,PS,THQ,5.3,0.14,1997
The Granstream Saga,Role-Playing,T,PS,THQ,7.6,0.14,1998
Baldur's Gate: Dark Alliance,Role-Playing,T,GC,Interplay,7.7,0.14,2002
Bio FREAKS,Action,M,N64,Midway Games,6.2,0.14,1998
"Holy Invasion of Privacy, Badman! What Did I Do to Deserve This?",Role-Playing,T,PSP,NIS America,6.9,0.14,2009
The Operative: No One Lives Forever,Shooter,T,PS2,Sierra Entertainment,6.8,0.14,2002
Dead or Alive 2,Fighting,T,DC,Tecmo,9,0.14,2000
X-Blades,Action,M,X360,SouthPeak Interactive,6,0.14,2009
Ecco the Dolphin: Defender of the Future,Adventure,E,PS2,Acclaim Entertainment,7.8,0.14,2002
Just Cause,Action,M,X360,Eidos Interactive,7.3,0.14,2006
Jim Henson's the Muppets: On With the Show!,Action,E,GBA,TDK Mediactive,6.3,0.14,2003
Bottom of the 9th,Sports,E,PS,Konami,8,0.14,1996
The Orange Box,Shooter,T,PC,Electronic Arts,9.7,0.14,2007
NFL Blitz 20-03,Sports,E,GC,Midway Games,7.8,0.14,2002
Eragon,Action,T,X360,Sierra Entertainment,4.2,0.14,2006
Disney's Chicken Little,Platform,E10,XB,Buena Vista,7,0.14,2005
Secret Agent Clank,Platform,E10,PSP,Sony Computer Entertainment,7,0.14,2008
BIT.TRIP SAGA,Platform,E,3DS,Aksys Games,7.5,0.14,2011
How to Train Your Dragon,Action,E10,X360,Activision,4.6,0.14,2010
Ultimate Muscle - The Kinnikuman Legacy: Legends vs New Generation,Fighting,T,GC,Bandai,8,0.14,2003
Rayman Arena,Racing,E,GC,Ubisoft,6.2,0.14,2002
4X4 EVO 2,Racing,E,GC,VU Games,5.1,0.14,2002
Blazing Angels 2: Secret Missions of WWII,Simulation,T,X360,Ubisoft,7.6,0.14,2007
Rodea the Sky Soldier,Action-Adventure,E10,WiiU,NIS America,7,0.14,2015
NBA 2K13,Sports,E,WiiU,2K Sports,7.6,0.14,2012
Create,Misc,E,X360,Electronic Arts,6.3,0.14,2010
Hard Rock Casino,Misc,T,PSP,Crave Entertainment,3.8,0.14,2007
Fear Factor: Unleashed,Action,T,GBA,Hip Interactive,3,0.14,2004
Robots,Action,E,DS,VU Games,4.5,0.14,2005
Valhalla Knights: Eldar Saga,Role-Playing,T,Wii,Xseed Games,3.5,0.14,2009
Bust-A-Move Deluxe,Puzzle,E,PSP,Majesco,7.1,0.14,2006
Scene It? Bright Lights! Big Screen!,Misc,T,X360,Warner Bros. Interactive,6.2,0.14,2009
Vampire Night,Shooter,T,PS2,Namco,6.4,0.14,2001
Metal Slug 7,Shooter,T,DS,Ignition Entertainment,6.9,0.14,2008
World Championship Poker 2: Featuring Howard Lederer,Misc,T,PSP,Crave Entertainment,7,0.14,2005
Risen,Role-Playing,M,PC,Deep Silver,7.8,0.14,2009
Disney's Cinderella: Magical Dreams,Platform,E,GBA,Buena Vista,6,0.14,2005
MotoGP '06,Racing,E,X360,THQ,8.3,0.14,2006
Metal Gear Solid V: Ground Zeroes,Action-Adventure,M,X360,Konami Digital Entertainment,8.3,0.14,2014
G.I. Joe: The Rise of Cobra,Action,E10,DS,Electronic Arts,5.6,0.14,2009
Naruto Shippuden: Kizuna Drive,Action,T,PSP,Namco Bandai,7,0.14,2011
X-Blades,Action,M,PS3,SouthPeak Interactive,5.9,0.14,2009
Rogue Warrior,Shooter,M,PS3,Bethesda Softworks,2.5,0.13,2009
Open Season,Platform,E,DS,Ubisoft,7.4,0.13,2006
Kung Fu Panda 2,Action,E10,Wii,THQ,3,0.13,2011
James Bond 007: Nightfire,Shooter,T,GBA,Electronic Arts,7.2,0.13,2003
Castlevania Chronicles,Platform,T,PS,Konami,7.2,0.13,2001
My Spanish Coach,Misc,E,PSP,Ubisoft,7,0.13,2008
King Arthur,Adventure,T,PS2,Konami,6.7,0.13,2004
Baseball Advance,Sports,E,GBA,THQ,8.3,0.13,2002
Red Orchestra 2: Heroes of Stalingrad,Shooter,M,PC,Tripwire Interactive,7.7,0.13,2011
Destroy All Humans! Big Willy Unleashed,Action,T,Wii,THQ,5.3,0.13,2008
Lord of the Rings: Tactics,Strategy,T,PSP,Electronic Arts,6.9,0.13,2005
Divinity II: The Dragon Knight Saga,Role-Playing,M,X360,Atlus,7.5,0.13,2011
Ys: The Ark of Napishtim,Role-Playing,T,PS2,Konami,7.4,0.13,2005
Supremacy MMA,Fighting,M,PS3,505 Games,5,0.13,2011
New Gundam Breaker,Action,,PS4,Namco Bandai Games,2.8,0.13,2018
Azure Dreams,Role-Playing,E,PS,Konami,7.4,0.13,1998
Legendary,Shooter,M,PS3,Gamecock,4,0.13,2008
Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon,Role-Playing,M,PS2,Atlus,8,0.13,2009
Castrol Honda Superbike Racing,Racing,E,PS,Electronic Arts,3.9,0.13,1999
Anno 1701: Dawn of Discovery,Simulation,E,DS,Ubisoft,8,0.13,2008
Phantom Brave: We Meet Again,Role-Playing,T,Wii,NIS America,7.6,0.13,2009
Chicken Run,Adventure,E,PS,Eidos Interactive,6.3,0.13,2000
Nickelodeon Kart Racers,Racing,E,NS,GameMill Entertainment,2,0.13,2018
BlazBlue: Continuum Shift II,Fighting,T,PSP,Aksys Games,7.5,0.13,2011
Tomb Raider: Legend,Action,T,XB,Eidos Interactive,8.3,0.13,2006
Dragon Age Origins: Awakening,Role-Playing,M,PC,Electronic Arts,8.3,0.13,2010
Rumble Roses XX,Fighting,M,X360,Konami,6.5,0.13,2006
Yu-Gi-Oh! GX: Tag Force,Strategy,E,PSP,Konami,6,0.13,2006
Men of War: Vietnam,Strategy,T,PC,1C Company,7.2,0.13,2011
Dead to Rights: Reckoning,Shooter,M,PSP,Namco,5.2,0.13,2005
Venetica,Role-Playing,T,X360,Atari,5.2,0.13,2011
Fire ProWrestling,Fighting,T,GBA,BAM! Entertainment,8,0.13,2001
Gemini Rue,Adventure,,PC,Wadjet Eye Games,8,0.13,2011
007: Quantum of Solace,Action,T,DS,Activision,6.3,0.13,2008
The House of the Dead,Shooter,M,SAT,Sega,7.5,0.13,1998
RollerCoaster Tycoon,Strategy,E,XB,Atari,5.5,0.13,2003
FIFA World Cup Germany 2006,Sports,E,GC,EA Sports,7.7,0.13,2006
Hitman 2: Silent Assassin,Action,M,GC,Eidos Interactive,8.3,0.13,2003
Ape Escape 3,Platform,E10,PS2,Sony Computer Entertainment,7.8,0.13,2006
Digimon Racing,Racing,E,GBA,Bandai,6,0.13,2004
Eat Lead: The Return of Matt Hazard,Shooter,T,PS3,D3 Publisher,5.3,0.13,2009
Iridion II,Shooter,E,GBA,Majesco,7.9,0.13,2003
Star Wars: Lethal Alliance,Adventure,T,PSP,Ubisoft,6.3,0.13,2006
Street Fighter IV,Fighting,T,PC,Capcom,9.1,0.13,2009
Summon Night: Twin Age,Role-Playing,E10,DS,Atlus,7.3,0.13,2008
Destroy All Humans! Path of the Furon,Action,T,X360,THQ,4.1,0.13,2008
Fat Princess: Fistful of Cake,Action,T,PSP,Sony Computer Entertainment,7,0.13,2010
Shin Megami Tensei: Digital Devil Saga,Role-Playing,M,PS2,Atlus,7.6,0.13,2005
Green Lantern: Rise of the Manhunters,Action,T,X360,Warner Bros. Interactive,6,0.13,2011
The Misadventures of P.B. Winterbottom,Puzzle,E,PC,2K Games,8.1,0.13,2010
Sega GT,Racing,E,DC,Sega,7.8,0.13,2000
Dokapon Kingdom,Role-Playing,E10,Wii,Atlus,7.2,0.13,2008
Portal Runner,Platform,E,PS2,3DO,6.7,0.13,2001
Warriors Orochi 2,Action,T,PS2,KOEI,4.3,0.13,2008
Spartan: Total Warrior,Action,M,XB,Sega,7,0.13,2005
Zapper: One Wicked Cricket!,Platform,E,GC,Infogrames,6.6,0.13,2002
Monopoly Party,Misc,E,GC,Infogrames,7.3,0.13,2002
Classic NES Series: Dr. Mario,Puzzle,E,GBA,Nintendo,6.1,0.13,2004
Kelly Slater's Pro Surfer,Sports,E,GBA,Activision,8,0.13,2002
Tom Clancy's Splinter Cell: Blacklist,Action-Adventure,M,WiiU,Ubisoft,9.2,0.13,2013
Shin Megami Tensei: Devil Survivor 2 Record Breaker,Role-Playing,T,3DS,Atlus,8.4,0.13,2015
Dynasty Warriors 5 Empires,Action,T,X360,KOEI,6.4,0.13,2006
X-Men: Next Dimension,Fighting,T,GC,Activision,7,0.13,2002
Thor: God of Thunder,Action,E10,DS,Sega,6.4,0.13,2011
Everybody Dance,Music,T,PS3,Sony Computer Entertainment,6.5,0.13,2011
Etrian Odyssey 2 Untold: Knight of Fafnir,Role-Playing,T,3DS,Atlus,8,0.13,2015
The Legend of Heroes: Trails of Cold Steel III,Role-Playing,,PS4,Nihon Falcom Corporation,7,0.13,2017
DJ Max Fever,Misc,T,PSP,PM Studios,7.7,0.13,2009
Little Dragons Café,Simulation,E10,NS,Aksys Games,7,0.13,2018
Brothers in Arms: Double Time,Shooter,M,Wii,Ubisoft,4.6,0.13,2008
Freedom Fighters,Shooter,T,GC,Electronic Arts,8.8,0.13,2003
Mega Man X Collection,Misc,E,GC,Capcom,7.5,0.13,2006
Teenage Mutant Ninja Turtles: Arcade Attack,Action,E10,DS,Ubisoft,4.3,0.13,2009
NHL 2K7,Sports,E10,PS3,2K Sports,8.2,0.13,2006
Record of Agarest War Zero,Strategy,T,PS3,Aksys Games,6.2,0.13,2011
Diner Dash: Sizzle & Serve,Puzzle,E,PSP,Eidos Interactive,5.9,0.12,2007
Disney's Atlantis: The Lost Empire,Platform,E,GBA,THQ,6,0.12,2001
Zero Escape: Zero Time Dilemma,Adventure,M,3DS,Aksys Games,7.7,0.12,2016
Mega Man X: Command Mission,Role-Playing,E,GC,Capcom,7.2,0.12,2004
PixelJunk Monsters Deluxe,Strategy,E,PSP,Sony Computer Entertainment,8.7,0.12,2010
Eat Lead: The Return of Matt Hazard,Shooter,T,X360,D3 Publisher,5.5,0.12,2009
Classic NES Series: Xevious,Shooter,E,GBA,Nintendo,6.4,0.12,2004
Galidor: Defenders of the Outer Dimension,Action,E,GBA,Electronic Arts,5.9,0.12,2002
Are You Smarter than a 5th Grader? Game Time,Puzzle,E,X360,THQ,4,0.12,2009
Pryzm Chapter One: The Dark Unicorn,Adventure,T,PS2,TDK Mediactive,6.3,0.12,2002
Rocket League,Sports,E,PC,Psyonix Studios,9.2,0.12,2015
Go! Sudoku,Puzzle,E,PSP,Ubisoft,6.8,0.12,2006
Venetica,Role-Playing,T,PS3,Atari,5,0.12,2011
Echo Night,Adventure,T,PS,Agetec,6.3,0.12,1999
Colony Wars III: Red Sun,Simulation,E,PS,Midway Games,8.1,0.12,2000
Ice Age: Dawn of the Dinosaurs,Platform,E10,X360,Activision,6.7,0.12,2009
Makai Kingdom: Chronicles of the Sacred Tome,Role-Playing,T,PS2,NIS America,7.9,0.12,2005
